,Member_number,Date,itemDescription,TransactionID
484,4242,2015-03-30,Bottled Water,4242_2015-03-30
485,4118,2015-12-24,Meat,4118_2015-12-24
486,4996,2015-10-24,Dessert,4996_2015-10-24
487,4489,2015-03-04,Other Vegetables,4489_2015-03-04
488,1199,2015-11-09,Beverages,1199_2015-11-09
489,4108,2015-05-12,Ham,4108_2015-05-12
490,3484,2015-06-05,Specialty Bar,3484_2015-06-05
491,1239,2015-08-31,Brown Bread,1239_2015-08-31
492,4839,2015-12-19,Whole Milk,4839_2015-12-19
493,4748,2015-05-07,Rolls/Buns,4748_2015-05-07
494,4426,2015-06-06,Bottled Beer,4426_2015-06-06
495,3571,2015-12-11,Pet Care,3571_2015-12-11
496,2852,2015-06-08,Citrus Fruit,2852_2015-06-08
497,3638,2015-05-26,Pork,3638_2015-05-26
498,3635,2015-03-10,Other Vegetables,3635_2015-03-10
499,2723,2015-05-07,White Wine,2723_2015-05-07
500,3495,2015-03-11,Whole Milk,3495_2015-03-11
501,2813,2015-11-16,Pip Fruit,2813_2015-11-16
502,2799,2015-09-02,Sugar,2799_2015-09-02
503,4723,2015-05-22,Tropical Fruit,4723_2015-05-22
504,3313,2015-04-08,Root Vegetables,3313_2015-04-08
505,4748,2015-12-15,Soda,4748_2015-12-15
506,2991,2015-02-16,Whole Milk,2991_2015-02-16
507,1483,2015-04-01,Tropical Fruit,1483_2015-04-01
508,3950,2015-10-01,White Bread,3950_2015-10-01
509,1634,2015-01-16,Brown Bread,1634_2015-01-16
510,2694,2015-11-21,Tropical Fruit,2694_2015-11-21
511,2707,2015-10-18,Domestic Eggs,2707_2015-10-18
512,2813,2015-07-16,Coffee,2813_2015-07-16
513,2276,2015-01-11,Soda,2276_2015-01-11
514,4726,2015-02-06,Whole Milk,4726_2015-02-06
515,4353,2015-05-25,Bottled Beer,4353_2015-05-25
516,4017,2015-08-13,Pork,4017_2015-08-13
517,1422,2015-08-21,Other Vegetables,1422_2015-08-21
518,2714,2015-03-15,Yogurt,2714_2015-03-15
519,2769,2015-07-21,Sparkling Wine,2769_2015-07-21
520,4166,2015-04-30,Bottled Water,4166_2015-04-30
521,3614,2015-03-02,Citrus Fruit,3614_2015-03-02
522,4361,2015-09-05,Hamburger Meat,4361_2015-09-05
523,1922,2015-09-22,Packaged Fruit/Vegetables,1922_2015-09-22
524,4728,2015-09-06,Other Vegetables,4728_2015-09-06
525,3646,2015-08-08,Soda,3646_2015-08-08
526,1155,2015-08-10,Whole Milk,1155_2015-08-10
527,2119,2015-06-11,Herbs,2119_2015-06-11
528,1602,2015-08-29,Citrus Fruit,1602_2015-08-29
529,1074,2015-06-24,Misc. Beverages,1074_2015-06-24
530,2256,2015-04-11,Female Sanitary Products,2256_2015-04-11
531,1348,2015-09-17,Soda,1348_2015-09-17
532,3806,2015-08-28,Tropical Fruit,3806_2015-08-28
533,1711,2015-06-06,Soda,1711_2015-06-06
534,3959,2015-04-12,White Bread,3959_2015-04-12
535,1590,2015-08-15,Coffee,1590_2015-08-15
536,1962,2015-06-08,Tropical Fruit,1962_2015-06-08
537,1766,2015-01-21,Pork,1766_2015-01-21
538,2551,2015-10-21,Citrus Fruit,2551_2015-10-21
539,2294,2015-09-23,Frankfurter,2294_2015-09-23
540,4531,2015-05-29,Frankfurter,4531_2015-05-29
541,2957,2015-04-12,Frankfurter,2957_2015-04-12
542,4415,2015-01-27,Other Vegetables,4415_2015-01-27
543,1476,2015-08-26,Yogurt,1476_2015-08-26
544,3978,2015-07-23,Sausage,3978_2015-07-23
545,2062,2015-09-22,Whole Milk,2062_2015-09-22
546,3252,2015-06-28,Pip Fruit,3252_2015-06-28
547,3922,2015-06-24,Whole Milk,3922_2015-06-24
548,1491,2015-10-17,Root Vegetables,1491_2015-10-17
549,3526,2015-08-26,Onions,3526_2015-08-26
550,4060,2015-12-11,Specialty Chocolate,4060_2015-12-11
551,1067,2015-04-08,Hamburger Meat,1067_2015-04-08
552,2840,2015-01-27,Photo/Film,2840_2015-01-27
553,4484,2015-11-27,Rolls/Buns,4484_2015-11-27
554,2353,2015-02-07,Canned Beer,2353_2015-02-07
555,3130,2015-02-18,Canned Beer,3130_2015-02-18
556,4273,2015-06-14,Other Vegetables,4273_2015-06-14
557,4565,2015-12-30,Canned Beer,4565_2015-12-30
558,2504,2015-08-14,Curd,2504_2015-08-14
559,4127,2015-10-23,Butter,4127_2015-10-23
560,2690,2015-04-01,Other Vegetables,2690_2015-04-01
561,4129,2015-09-22,Whole Milk,4129_2015-09-22
562,4511,2015-06-29,Beef,4511_2015-06-29
563,1602,2015-08-04,Sausage,1602_2015-08-04
564,4369,2015-02-01,Soda,4369_2015-02-01
565,1302,2015-09-29,Fruit/Vegetable Juice,1302_2015-09-29
566,3326,2015-04-30,Rolls/Buns,3326_2015-04-30
567,2066,2015-05-21,Pip Fruit,2066_2015-05-21
568,3483,2015-01-15,Frozen Vegetables,3483_2015-01-15
569,2840,2015-02-12,Beverages,2840_2015-02-12
570,1807,2015-05-18,Hamburger Meat,1807_2015-05-18
571,2067,2015-08-12,Root Vegetables,2067_2015-08-12
572,3783,2015-02-17,Canned Beer,3783_2015-02-17
573,2884,2015-01-04,Frozen Vegetables,2884_2015-01-04
574,2908,2015-03-15,Canned Beer,2908_2015-03-15
575,1330,2015-07-10,Newspapers,1330_2015-07-10
576,2293,2015-05-08,Rolls/Buns,2293_2015-05-08
577,3718,2015-05-20,Hamburger Meat,3718_2015-05-20
578,4338,2015-01-25,Pip Fruit,4338_2015-01-25
579,3486,2015-11-08,Canned Beer,3486_2015-11-08
580,3635,2015-09-04,Grapes,3635_2015-09-04
581,2857,2015-02-18,Root Vegetables,2857_2015-02-18
582,3684,2015-08-13,Citrus Fruit,3684_2015-08-13
583,3120,2015-10-20,Cling Film/Bags,3120_2015-10-20
584,3872,2015-03-19,Frankfurter,3872_2015-03-19
585,2777,2015-04-07,Whole Milk,2777_2015-04-07
586,2702,2015-05-27,Pork,2702_2015-05-27
587,4796,2015-06-29,Chicken,4796_2015-06-29
588,1564,2015-10-23,Sausage,1564_2015-10-23
589,2740,2015-07-02,Specialty Bar,2740_2015-07-02
590,1833,2015-04-13,Whipped/Sour Cream,1833_2015-04-13
591,1757,2015-12-23,Root Vegetables,1757_2015-12-23
592,2975,2015-10-24,Rolls/Buns,2975_2015-10-24
593,4032,2015-08-10,Other Vegetables,4032_2015-08-10
594,3979,2015-09-16,Citrus Fruit,3979_2015-09-16
595,3772,2015-03-09,Whole Milk,3772_2015-03-09
596,4523,2015-10-28,Frankfurter,4523_2015-10-28
597,4004,2015-04-19,Coffee,4004_2015-04-19
598,2936,2015-06-08,Ham,2936_2015-06-08
599,2394,2015-06-21,Canned Beer,2394_2015-06-21
600,4616,2015-08-16,Canned Beer,4616_2015-08-16
601,2362,2015-07-08,Canned Beer,2362_2015-07-08
602,3593,2015-11-03,Pip Fruit,3593_2015-11-03
603,4389,2015-08-27,Pork,4389_2015-08-27
604,3206,2015-08-11,Soap,3206_2015-08-11
605,4601,2015-01-04,Pip Fruit,4601_2015-01-04
606,4382,2015-11-13,Beef,4382_2015-11-13
607,2718,2015-06-08,Sausage,2718_2015-06-08
608,4691,2015-10-12,Frozen Chicken,4691_2015-10-12
609,3735,2015-11-28,Soda,3735_2015-11-28
610,3900,2015-12-20,Tropical Fruit,3900_2015-12-20
611,4959,2015-06-30,Other Vegetables,4959_2015-06-30
612,1815,2015-08-30,Beef,1815_2015-08-30
613,2454,2015-04-08,Meat,2454_2015-04-08
614,4778,2015-01-15,Meat,4778_2015-01-15
615,2289,2015-11-04,Bottled Water,2289_2015-11-04
616,1734,2015-07-13,Rolls/Buns,1734_2015-07-13
617,4019,2015-02-05,Pastry,4019_2015-02-05
618,4605,2015-05-28,Pork,4605_2015-05-28
619,4864,2015-11-14,Pip Fruit,4864_2015-11-14
620,4205,2015-02-22,Beef,4205_2015-02-22
621,1862,2015-08-03,Beef,1862_2015-08-03
622,1846,2015-07-19,Rolls/Buns,1846_2015-07-19
623,2019,2015-05-28,Citrus Fruit,2019_2015-05-28
624,2042,2015-11-19,Meat,2042_2015-11-19
625,1768,2015-05-26,Beverages,1768_2015-05-26
626,3847,2015-03-26,Beef,3847_2015-03-26
627,3557,2015-07-20,Ham,3557_2015-07-20
628,3975,2015-02-27,Hamburger Meat,3975_2015-02-27
629,4198,2015-03-18,Beef,4198_2015-03-18
630,2580,2015-09-04,Beef,2580_2015-09-04
631,3474,2015-08-25,Root Vegetables,3474_2015-08-25
632,1678,2015-11-14,Citrus Fruit,1678_2015-11-14
633,4254,2015-08-14,Yogurt,4254_2015-08-14
634,4704,2015-08-21,Tropical Fruit,4704_2015-08-21
635,3343,2015-05-10,Frankfurter,3343_2015-05-10
636,3812,2015-06-24,Beef,3812_2015-06-24
637,3093,2015-03-13,Shopping Bags,3093_2015-03-13
638,2170,2015-06-18,Canned Beer,2170_2015-06-18
639,4867,2015-10-29,Rolls/Buns,4867_2015-10-29
640,3899,2015-03-23,Other Vegetables,3899_2015-03-23
641,2941,2015-10-03,Hamburger Meat,2941_2015-10-03
642,1958,2015-07-03,Hamburger Meat,1958_2015-07-03
643,2760,2015-08-08,Frankfurter,2760_2015-08-08
644,4413,2015-08-03,Bottled Beer,4413_2015-08-03
645,1737,2015-05-15,Tropical Fruit,1737_2015-05-15
646,4202,2015-02-18,Soda,4202_2015-02-18
647,1065,2015-11-13,Frankfurter,1065_2015-11-13
648,3819,2015-06-28,Chicken,3819_2015-06-28
649,2854,2015-02-08,Coffee,2854_2015-02-08
650,4387,2015-09-16,Whole Milk,4387_2015-09-16
651,4530,2015-04-12,Margarine,4530_2015-04-12
652,4191,2015-11-03,Tropical Fruit,4191_2015-11-03
653,3102,2015-12-04,Meat,3102_2015-12-04
654,1946,2015-01-25,Cream Cheese ,1946_2015-01-25
655,2156,2015-05-15,Newspapers,2156_2015-05-15
656,1444,2015-12-16,Rolls/Buns,1444_2015-12-16
657,1699,2015-05-14,Citrus Fruit,1699_2015-05-14
658,4954,2015-05-04,Whole Milk,4954_2015-05-04
659,2207,2015-04-08,Frankfurter,2207_2015-04-08
660,4826,2015-01-28,Ham,4826_2015-01-28
661,2374,2015-06-08,Frankfurter,2374_2015-06-08
662,1604,2015-08-18,Sausage,1604_2015-08-18
663,4437,2015-11-29,Domestic Eggs,4437_2015-11-29
664,2319,2015-05-10,Whole Milk,2319_2015-05-10
665,3018,2015-06-27,Rolls/Buns,3018_2015-06-27
666,1195,2015-09-28,Whole Milk,1195_2015-09-28
667,1768,2015-09-04,Sausage,1768_2015-09-04
668,3017,2015-09-28,Curd,3017_2015-09-28
669,3384,2015-11-29,Bottled Water,3384_2015-11-29
670,1918,2015-01-30,Beef,1918_2015-01-30
671,2524,2015-10-17,Frankfurter,2524_2015-10-17
672,2798,2015-06-17,Chicken,2798_2015-06-17
673,2096,2015-01-25,Sausage,2096_2015-01-25
674,1489,2015-03-13,Pork,1489_2015-03-13
675,1431,2015-07-20,Yogurt,1431_2015-07-20
676,2747,2015-07-05,Whole Milk,2747_2015-07-05
677,3054,2015-03-22,Frankfurter,3054_2015-03-22
678,2691,2015-10-09,Beef,2691_2015-10-09
679,1752,2015-04-19,Pip Fruit,1752_2015-04-19
680,3027,2015-09-15,Sausage,3027_2015-09-15
681,4452,2015-06-17,Pastry,4452_2015-06-17
682,4129,2015-08-13,Chicken,4129_2015-08-13
683,3523,2015-11-09,Root Vegetables,3523_2015-11-09
684,2128,2015-02-11,Whole Milk,2128_2015-02-11
685,4867,2015-02-03,Detergent,4867_2015-02-03
686,4762,2015-10-30,Rolls/Buns,4762_2015-10-30
687,1632,2015-05-29,House Keeping Products,1632_2015-05-29
688,4018,2015-11-17,Yogurt,4018_2015-11-17
689,1722,2015-07-13,Tropical Fruit,1722_2015-07-13
690,1438,2015-10-19,Tropical Fruit,1438_2015-10-19
691,3958,2015-10-27,Curd,3958_2015-10-27
692,3292,2015-09-13,Beef,3292_2015-09-13
693,2861,2015-02-23,Whole Milk,2861_2015-02-23
694,1757,2015-02-24,Pork,1757_2015-02-24
695,1509,2015-12-30,Other Vegetables,1509_2015-12-30
696,2364,2015-05-11,Rolls/Buns,2364_2015-05-11
697,3084,2015-10-26,Frankfurter,3084_2015-10-26
698,1850,2015-02-17,Yogurt,1850_2015-02-17
699,1949,2015-03-17,Whole Milk,1949_2015-03-17
700,4740,2015-10-02,Bottled Water,4740_2015-10-02
701,1072,2015-10-23,Frankfurter,1072_2015-10-23
702,4196,2015-07-09,Rolls/Buns,4196_2015-07-09
703,4814,2015-09-13,Whole Milk,4814_2015-09-13
704,1514,2015-02-28,Rolls/Buns,1514_2015-02-28
705,4584,2015-10-25,Chicken,4584_2015-10-25
706,2751,2015-02-03,Tropical Fruit,2751_2015-02-03
707,4155,2015-09-24,Sausage,4155_2015-09-24
708,4670,2015-10-11,Sausage,4670_2015-10-11
709,4566,2015-07-27,Frankfurter,4566_2015-07-27
710,2371,2015-08-30,Uht-Milk,2371_2015-08-30
711,3442,2015-11-14,Rolls/Buns,3442_2015-11-14
712,3090,2015-09-27,Canned Beer,3090_2015-09-27
713,1457,2015-01-09,Yogurt,1457_2015-01-09
714,4952,2015-04-08,Whipped/Sour Cream,4952_2015-04-08
715,3165,2015-01-11,Rolls/Buns,3165_2015-01-11
716,2608,2015-09-19,Rolls/Buns,2608_2015-09-19
717,2040,2015-10-07,Beverages,2040_2015-10-07
718,1327,2015-08-09,Rolls/Buns,1327_2015-08-09
719,3363,2015-01-07,Rolls/Buns,3363_2015-01-07
720,1731,2015-09-09,Bottled Beer,1731_2015-09-09
721,2760,2015-08-02,Citrus Fruit,2760_2015-08-02
722,3120,2015-01-14,Bottled Water,3120_2015-01-14
723,1332,2015-04-30,Pastry,1332_2015-04-30
724,4530,2015-09-12,Domestic Eggs,4530_2015-09-12
725,3145,2015-02-23,Beef,3145_2015-02-23
726,1099,2015-08-13,Spread Cheese,1099_2015-08-13
727,3188,2015-12-06,Tropical Fruit,3188_2015-12-06
728,3748,2015-10-13,Packaged Fruit/Vegetables,3748_2015-10-13
729,4655,2015-03-31,Whole Milk,4655_2015-03-31
730,1827,2015-05-01,Meat,1827_2015-05-01
731,2485,2015-02-17,Onions,2485_2015-02-17
732,4683,2015-01-15,Frankfurter,4683_2015-01-15
733,4358,2015-11-06,Beef,4358_2015-11-06
734,1931,2015-10-09,Beef,1931_2015-10-09
735,2490,2015-12-18,Sausage,2490_2015-12-18
736,4842,2015-12-08,Chicken,4842_2015-12-08
737,4616,2015-01-01,Canned Beer,4616_2015-01-01
738,2810,2015-09-22,Sausage,2810_2015-09-22
739,2785,2015-10-18,Tropical Fruit,2785_2015-10-18
740,3591,2015-07-20,Frankfurter,3591_2015-07-20
741,3896,2015-09-10,Sausage,3896_2015-09-10
742,3842,2015-07-01,Beef,3842_2015-07-01
743,2648,2015-07-10,Tropical Fruit,2648_2015-07-10
744,4688,2015-10-02,Yogurt,4688_2015-10-02
745,3511,2015-08-26,Frankfurter,3511_2015-08-26
746,3084,2015-09-04,Bottled Beer,3084_2015-09-04
747,3810,2015-05-07,Grapes,3810_2015-05-07
748,4348,2015-02-26,Beverages,4348_2015-02-26
749,3584,2015-03-10,Curd,3584_2015-03-10
750,2620,2015-06-11,Ice Cream,2620_2015-06-11
751,2716,2015-01-18,Sausage,2716_2015-01-18
752,3797,2015-08-10,Other Vegetables,3797_2015-08-10
753,2976,2015-06-02,Dessert,2976_2015-06-02
754,2762,2015-11-07,Decalcifier,2762_2015-11-07
755,3752,2015-04-25,Canned Beer,3752_2015-04-25
756,1659,2015-11-30,Coffee,1659_2015-11-30
757,4109,2015-02-08,Berries,4109_2015-02-08
758,1542,2015-08-07,Pork,1542_2015-08-07
759,2068,2015-06-07,Frankfurter,2068_2015-06-07
760,4509,2015-06-14,Pork,4509_2015-06-14
761,4646,2015-06-14,Frankfurter,4646_2015-06-14
762,2122,2015-04-07,Frozen Dessert,2122_2015-04-07
763,2730,2015-06-15,Chicken,2730_2015-06-15
764,1800,2015-07-31,Vinegar,1800_2015-07-31
765,1456,2015-09-18,Rolls/Buns,1456_2015-09-18
766,1138,2015-09-02,Whole Milk,1138_2015-09-02
767,4104,2015-06-12,Pork,4104_2015-06-12
768,4985,2015-02-28,Rolls/Buns,4985_2015-02-28
769,3181,2015-12-13,Grapes,3181_2015-12-13
770,3178,2015-10-21,Frankfurter,3178_2015-10-21
771,1688,2015-11-10,Finished Products,1688_2015-11-10
772,1488,2015-11-28,Onions,1488_2015-11-28
773,4975,2015-05-08,Tropical Fruit,4975_2015-05-08
774,4697,2015-01-09,Other Vegetables,4697_2015-01-09
775,4742,2015-01-11,Ham,4742_2015-01-11
776,2640,2015-04-22,Other Vegetables,2640_2015-04-22
777,2548,2015-12-25,Curd,2548_2015-12-25
778,2825,2015-12-29,Sausage,2825_2015-12-29
779,2592,2015-07-04,Canned Beer,2592_2015-07-04
780,3622,2015-12-28,Ham,3622_2015-12-28
781,4852,2015-08-21,Packaged Fruit/Vegetables,4852_2015-08-21
782,1839,2015-09-03,Meat,1839_2015-09-03
783,2413,2015-04-04,Whole Milk,2413_2015-04-04
784,2982,2015-06-14,Canned Beer,2982_2015-06-14
785,1981,2015-10-31,Chicken,1981_2015-10-31
786,4440,2015-09-21,Rolls/Buns,4440_2015-09-21
787,3497,2015-11-24,Pet Care,3497_2015-11-24
788,3668,2015-12-18,Root Vegetables,3668_2015-12-18
789,4460,2015-05-28,Pastry,4460_2015-05-28
790,1335,2015-01-16,Frankfurter,1335_2015-01-16
791,4303,2015-12-07,Chicken,4303_2015-12-07
792,3508,2015-02-28,Frozen Dessert,3508_2015-02-28
793,1959,2015-03-19,Citrus Fruit,1959_2015-03-19
794,3856,2015-03-06,Sausage,3856_2015-03-06
795,3141,2015-07-29,Root Vegetables,3141_2015-07-29
796,4640,2015-09-25,Root Vegetables,4640_2015-09-25
797,4851,2015-05-25,Bottled Beer,4851_2015-05-25
798,3306,2015-09-22,Frankfurter,3306_2015-09-22
799,2193,2015-04-08,Root Vegetables,2193_2015-04-08
800,1156,2015-09-13,Berries,1156_2015-09-13
801,4596,2015-04-08,Hamburger Meat,4596_2015-04-08
802,1245,2015-10-08,Tropical Fruit,1245_2015-10-08
803,1515,2015-07-05,Frankfurter,1515_2015-07-05
804,2564,2015-07-14,Frankfurter,2564_2015-07-14
805,4527,2015-10-18,Soda,4527_2015-10-18
806,2487,2015-07-09,Ice Cream,2487_2015-07-09
807,3420,2015-02-27,Beef,3420_2015-02-27
808,4442,2015-11-28,Whole Milk,4442_2015-11-28
809,3164,2015-04-30,Pork,3164_2015-04-30
810,3601,2015-04-01,Whole Milk,3601_2015-04-01
811,3176,2015-05-25,Bottled Beer,3176_2015-05-25
812,2568,2015-07-22,Pork,2568_2015-07-22
813,1856,2015-10-26,Root Vegetables,1856_2015-10-26
814,3859,2015-09-30,Canned Beer,3859_2015-09-30
815,1668,2015-08-21,Citrus Fruit,1668_2015-08-21
816,4499,2015-08-23,Pip Fruit,4499_2015-08-23
817,1753,2015-08-21,Root Vegetables,1753_2015-08-21
818,3829,2015-06-25,Tropical Fruit,3829_2015-06-25
819,4825,2015-01-08,Beef,4825_2015-01-08
820,3694,2015-11-10,Chicken,3694_2015-11-10
821,4147,2015-01-02,Citrus Fruit,4147_2015-01-02
822,2196,2015-10-09,Meat,2196_2015-10-09
823,2229,2015-05-22,Cream Cheese ,2229_2015-05-22
824,4724,2015-09-03,Citrus Fruit,4724_2015-09-03
825,3066,2015-10-11,Specialty Bar,3066_2015-10-11
826,1120,2015-06-08,Meat,1120_2015-06-08
827,4769,2015-08-22,Citrus Fruit,4769_2015-08-22
828,4711,2015-09-17,Frankfurter,4711_2015-09-17
829,2391,2015-06-22,Citrus Fruit,2391_2015-06-22
830,1216,2015-03-04,Turkey,1216_2015-03-04
831,3154,2015-05-14,Citrus Fruit,3154_2015-05-14
832,3911,2015-07-30,Sausage,3911_2015-07-30
833,3111,2015-10-15,Newspapers,3111_2015-10-15
834,1385,2015-11-26,Whole Milk,1385_2015-11-26
835,1158,2015-03-21,Yogurt,1158_2015-03-21
836,2733,2015-07-22,Yogurt,2733_2015-07-22
837,4999,2015-12-26,Bottled Water,4999_2015-12-26
838,2882,2015-06-12,Berries,2882_2015-06-12
839,2590,2015-06-25,Packaged Fruit/Vegetables,2590_2015-06-25
840,4249,2015-08-04,Frankfurter,4249_2015-08-04
841,3012,2015-05-03,Nuts/Prunes,3012_2015-05-03
842,1533,2015-11-07,Citrus Fruit,1533_2015-11-07
843,1667,2015-01-12,Beef,1667_2015-01-12
844,4323,2015-05-13,Whole Milk,4323_2015-05-13
845,2087,2015-02-22,Other Vegetables,2087_2015-02-22
846,1853,2015-05-31,Beef,1853_2015-05-31
847,2157,2015-10-29,Fish,2157_2015-10-29
848,1136,2015-10-29,Other Vegetables,1136_2015-10-29
849,2049,2015-10-07,Tropical Fruit,2049_2015-10-07
850,3122,2015-05-02,Coffee,3122_2015-05-02
851,2245,2015-05-15,Sausage,2245_2015-05-15
852,4746,2015-10-18,Meat,4746_2015-10-18
853,4224,2015-02-24,Chicken,4224_2015-02-24
854,4219,2015-03-19,Berries,4219_2015-03-19
855,2641,2015-01-01,Frozen Meals,2641_2015-01-01
856,3173,2015-07-25,Whipped/Sour Cream,3173_2015-07-25
857,2191,2015-10-19,Beef,2191_2015-10-19
858,4212,2015-04-07,Chicken,4212_2015-04-07
859,1902,2015-12-01,Chicken,1902_2015-12-01
860,1347,2015-03-27,Beef,1347_2015-03-27
861,1578,2015-06-23,Packaged Fruit/Vegetables,1578_2015-06-23
862,1264,2015-11-23,Sugar,1264_2015-11-23
863,4632,2015-09-30,Frankfurter,4632_2015-09-30
864,3452,2015-11-01,Berries,3452_2015-11-01
865,4822,2015-02-10,Bottled Water,4822_2015-02-10
866,3987,2015-06-18,Sausage,3987_2015-06-18
867,1672,2015-10-07,Whole Milk,1672_2015-10-07
868,4864,2015-12-01,Ice Cream,4864_2015-12-01
869,3368,2015-03-09,Frankfurter,3368_2015-03-09
870,1283,2015-09-22,Root Vegetables,1283_2015-09-22
871,4428,2015-06-28,Sausage,4428_2015-06-28
872,2577,2015-10-25,Sausage,2577_2015-10-25
873,1973,2015-10-24,Beef,1973_2015-10-24
874,3284,2015-01-23,Fruit/Vegetable Juice,3284_2015-01-23
875,1905,2015-05-19,Sugar,1905_2015-05-19
876,2226,2015-03-09,Berries,2226_2015-03-09
877,1932,2015-09-04,Yogurt,1932_2015-09-04
878,4506,2015-08-11,Pork,4506_2015-08-11
879,1843,2015-11-27,Bottled Beer,1843_2015-11-27
880,3973,2015-07-27,Curd,3973_2015-07-27
881,1651,2015-07-28,Beef,1651_2015-07-28
882,3997,2015-10-12,Pork,3997_2015-10-12
883,4796,2015-08-25,White Bread,4796_2015-08-25
884,1245,2015-09-24,Grapes,1245_2015-09-24
885,3579,2015-08-17,Potato Products,3579_2015-08-17
886,4387,2015-02-10,Root Vegetables,4387_2015-02-10
887,2496,2015-06-29,Chicken,2496_2015-06-29
888,3590,2015-03-28,Chicken,3590_2015-03-28
889,2890,2015-04-26,Fish,2890_2015-04-26
890,1401,2015-01-27,Canned Beer,1401_2015-01-27
891,3297,2015-05-21,Other Vegetables,3297_2015-05-21
892,2867,2015-12-23,Chicken,2867_2015-12-23
893,1365,2015-05-20,Other Vegetables,1365_2015-05-20
894,2355,2015-07-24,Tropical Fruit,2355_2015-07-24
895,1170,2015-03-19,Whole Milk,1170_2015-03-19
896,3554,2015-03-21,Beef,3554_2015-03-21
897,4171,2015-01-26,Sausage,4171_2015-01-26
898,3963,2015-09-17,Whole Milk,3963_2015-09-17
899,3076,2015-12-08,Rolls/Buns,3076_2015-12-08
900,1629,2015-05-17,Citrus Fruit,1629_2015-05-17
901,1366,2015-05-30,Whole Milk,1366_2015-05-30
902,3677,2015-07-29,Pastry,3677_2015-07-29
903,2844,2015-05-21,Tropical Fruit,2844_2015-05-21
904,4509,2015-09-28,Sliced Cheese,4509_2015-09-28
905,3245,2015-05-11,Soda,3245_2015-05-11
906,2294,2015-06-22,Ham,2294_2015-06-22
907,1234,2015-11-20,Salty Snack,1234_2015-11-20
908,3001,2015-12-24,Whole Milk,3001_2015-12-24
909,3587,2015-08-05,Root Vegetables,3587_2015-08-05
910,2700,2015-01-22,Soda,2700_2015-01-22
911,3838,2015-12-14,Curd,3838_2015-12-14
912,4045,2015-12-22,Bottled Water,4045_2015-12-22
913,1858,2015-04-25,Packaged Fruit/Vegetables,1858_2015-04-25
914,2280,2015-01-11,Tropical Fruit,2280_2015-01-11
915,2454,2015-04-06,Ham,2454_2015-04-06
916,4437,2015-10-09,Pork,4437_2015-10-09
917,1685,2015-03-30,Beverages,1685_2015-03-30
918,2349,2015-02-26,Sausage,2349_2015-02-26
919,1463,2015-12-24,Sausage,1463_2015-12-24
920,3470,2015-02-19,Root Vegetables,3470_2015-02-19
921,4914,2015-11-29,Whole Milk,4914_2015-11-29
922,2448,2015-08-31,Frankfurter,2448_2015-08-31
923,3387,2015-05-10,Soda,3387_2015-05-10
924,3167,2015-11-04,Soda,3167_2015-11-04
925,3175,2015-03-17,Frankfurter,3175_2015-03-17
926,2678,2015-09-21,Berries,2678_2015-09-21
927,4627,2015-12-18,Canned Beer,4627_2015-12-18
928,1773,2015-10-17,Frankfurter,1773_2015-10-17
929,3100,2015-05-23,Frankfurter,3100_2015-05-23
930,3232,2015-05-29,Berries,3232_2015-05-29
931,3673,2015-08-12,Frankfurter,3673_2015-08-12
932,4068,2015-11-19,Newspapers,4068_2015-11-19
933,2340,2015-10-07,Frozen Fish,2340_2015-10-07
934,1930,2015-03-01,Tropical Fruit,1930_2015-03-01
935,3526,2015-06-02,Beef,3526_2015-06-02
936,1617,2015-02-10,Rolls/Buns,1617_2015-02-10
937,1028,2015-07-11,Specialty Chocolate,1028_2015-07-11
938,4440,2015-12-01,Sparkling Wine,4440_2015-12-01
939,3554,2015-07-23,Citrus Fruit,3554_2015-07-23
